component,REF_AREA,FIRM_SIZE,FIRM_SECTOR,observations,first_period,last_period
interest_rates_increased,IT,LAR,A,33,2009-S1,2025-S1
interest_rates_increased,IT,MED,A,33,2009-S1,2025-S1
interest_rates_increased,IT,MIC,A,33,2009-S1,2025-S1
interest_rates_increased,IT,SME,A,33,2009-S1,2025-S1
interest_rates_increased,IT,SML,A,33,2009-S1,2025-S1
interest_rates_increased,NL,SME,A,33,2009-S1,2025-S1
interest_rates_increased,PT,SME,A,33,2009-S1,2025-S1
interest_rates_increased,SK,SME,A,23,2014-S1,2025-S1
interest_rates_increased,T2,LAR,A,33,2009-S1,2025-S1
interest_rates_increased,T2,MED,A,33,2009-S1,2025-S1
interest_rates_increased,T2,MIC,A,33,2009-S1,2025-S1
interest_rates_increased,T2,SME,A,33,2009-S1,2025-S1
interest_rates_increased,T2,SML,A,33,2009-S1,2025-S1
interest_rates_increased,U2,LAR,A,33,2009-S1,2025-S1
interest_rates_increased,U2,LAR,C,33,2009-S1,2025-S1
interest_rates_increased,U2,LAR,I,33,2009-S1,2025-S1
interest_rates_increased,U2,LAR,S,33,2009-S1,2025-S1
interest_rates_increased,U2,LAR,T,33,2009-S1,2025-S1
interest_rates_increased,U2,MED,A,33,2009-S1,2025-S1
interest_rates_increased,U2,MED,C,33,2009-S1,2025-S1
interest_rates_increased,U2,MED,I,33,2009-S1,2025-S1
interest_rates_increased,U2,MED,S,33,2009-S1,2025-S1
interest_rates_increased,U2,MED,T,33,2009-S1,2025-S1
interest_rates_increased,U2,MIC,A,33,2009-S1,2025-S1
interest_rates_increased,U2,MIC,C,33,2009-S1,2025-S1
interest_rates_increased,U2,MIC,I,33,2009-S1,2025-S1
interest_rates_increased,U2,MIC,S,33,2009-S1,2025-S1
interest_rates_increased,U2,MIC,T,33,2009-S1,2025-S1
interest_rates_increased,U2,SME,A,33,2009-S1,2025-S1
interest_rates_increased,U2,SME,C,33,2009-S1,2025-S1
interest_rates_increased,U2,SME,I,33,2009-S1,2025-S1
interest_rates_increased,U2,SME,S,33,2009-S1,2025-S1
interest_rates_increased,U2,SME,T,33,2009-S1,2025-S1
interest_rates_increased,U2,SML,A,33,2009-S1,2025-S1
interest_rates_increased,U2,SML,C,33,2009-S1,2025-S1
interest_rates_increased,U2,SML,I,33,2009-S1,2025-S1
interest_rates_increased,U2,SML,S,33,2009-S1,2025-S1
interest_rates_increased,U2,SML,T,33,2009-S1,2025-S1
